Employee ID, Employee Name,Tech Skill1,Tech Skill2,Tech Skill3, Soft Skill 1, Soft Skill 2, Soft Skill 3, Manager Feedback
885, Employee 885, SQL, Python, Azure, Leadership, Adaptability, Teamwork, Needs to work on problem-solving skills
886, Employee 886, CSS, AWS, HTML, Critical thinking, Communication, Leadership, Very creative
887, Employee 887, SQL, JavaScript, Java, Problem-solving, Time management, Adaptability, Very creative
888, Employee 888, Docker, CSS, HTML, Time management, Teamwork, Decision-making, Adapts well to changes
889, Employee 889, CSS, SQL, JavaScript, Communication, Decision-making, Decision-making, Leadership potential
890, Employee 890, Azure, HTML, SQL, Problem-solving, Time management, Critical thinking, Excellent teamwork
891, Employee 891, JavaScript, AWS, Kubernetes, Adaptability, Decision-making, Critical thinking, Good communication skills
892, Employee 892, Python, Azure, Kubernetes, Decision-making, Conflict resolution, Critical thinking, Leadership potential
893, Employee 893, Java, Azure, Java, Teamwork, Leadership, Critical thinking, Needs to work on problem-solving skills
894, Employee 894, Java, JavaScript, SQL, Teamwork, Adaptability, Creativity, Adapts well to changes
895, Employee 895, CSS, CSS, Docker, Teamwork, Adaptability, Decision-making, Great work!
896, Employee 896, HTML, Azure, Python, Problem-solving, Time management, Communication, Leadership potential
897, Employee 897, HTML, Docker, Azure, Adaptability, Leadership, Communication, Very creative
898, Employee 898, CSS, HTML, Azure, Critical thinking, Conflict resolution, Communication, Shows good decision-making skills
899, Employee 899, SQL, Python, HTML, Leadership, Adaptability, Creativity, Shows good decision-making skills
900, Employee 900, Java, JavaScript, JavaScript, Creativity, Leadership, Creativity, Good communication skills
901, Employee 901, CSS, Kubernetes, SQL, Teamwork, Time management, Adaptability, Excellent teamwork
902, Employee 902, HTML, CSS, AWS, Creativity, Communication, Communication, Needs to work on problem-solving skills
903, Employee 903, JavaScript, HTML, Java, Communication, Conflict resolution, Leadership, Needs to work on problem-solving skills
904, Employee 904, Java, Kubernetes, Docker, Teamwork, Leadership, Leadership, Needs to improve attention to detail
905, Employee 905, CSS, CSS, Azure, Communication, Conflict resolution, Teamwork, Good communication skills
906, Employee 906, AWS, Java, Docker, Adaptability, Time management, Adaptability, Needs to improve attention to detail
907, Employee 907, Docker, Azure, Kubernetes, Teamwork, Time management, Conflict resolution, Leadership potential
908, Employee 908, JavaScript, Azure, HTML, Creativity, Critical thinking, Creativity, Very creative
909, Employee 909, Kubernetes, HTML, HTML, Decision-making, Decision-making, Decision-making, Very creative
910, Employee 910, Kubernetes, Azure, Kubernetes, Adaptability, Teamwork, Adaptability, Excellent teamwork
911, Employee 911, CSS, Python, SQL, Conflict resolution, Creativity, Time management, Needs improvement in time management
912, Employee 912, Azure, Azure, Python, Teamwork, Creativity, Critical thinking, Excellent teamwork
913, Employee 913, Docker, Python, HTML, Leadership, Adaptability, Time management, Needs to work on problem-solving skills
914, Employee 914, HTML, Python, HTML, Communication, Critical thinking, Problem-solving, Needs to work on problem-solving skills
915, Employee 915, Azure, JavaScript, CSS, Leadership, Critical thinking, Teamwork, Very creative
916, Employee 916, Docker, HTML, Kubernetes, Conflict resolution, Communication, Problem-solving, Very creative
917, Employee 917, Python, Python, HTML, Leadership, Decision-making, Adaptability, Needs to improve attention to detail
918, Employee 918, SQL, SQL, HTML, Problem-solving, Problem-solving, Time management, Needs improvement in time management
919, Employee 919, Python, JavaScript, Docker, Communication, Problem-solving, Time management, Excellent teamwork
920, Employee 920, Python, Python, Kubernetes, Time management, Conflict resolution, Communication, Good communication skills
921, Employee 921, CSS, AWS, Docker, Conflict resolution, Time management, Leadership, Needs to improve attention to detail
922, Employee 922, CSS, Kubernetes, Kubernetes, Time management, Communication, Conflict resolution, Great work!
923, Employee 923, Kubernetes, Docker, Python, Problem-solving, Time management, Adaptability, Adapts well to changes
924, Employee 924, AWS, Python, JavaScript, Time management, Adaptability, Conflict resolution, Good communication skills
925, Employee 925, Kubernetes, JavaScript, Docker, Conflict resolution, Problem-solving, Problem-solving, Needs to improve attention to detail
926, Employee 926, HTML, Python, HTML, Critical thinking, Creativity, Leadership, Adapts well to changes
927, Employee 927, JavaScript, Azure, Docker, Teamwork, Time management, Teamwork, Excellent teamwork
928, Employee 928, Docker, Azure, JavaScript, Teamwork, Leadership, Teamwork, Shows good decision-making skills
929, Employee 929, Docker, Azure, SQL, Critical thinking, Critical thinking, Teamwork, Shows good decision-making skills
930, Employee 930, CSS, Azure, Java, Problem-solving, Critical thinking, Adaptability, Needs improvement in time management
931, Employee 931, Azure, HTML, Java, Critical thinking, Decision-making, Adaptability, Good communication skills
932, Employee 932, Docker, Azure, Kubernetes, Leadership, Problem-solving, Communication, Adapts well to changes
933, Employee 933, Azure, JavaScript, Azure, Time management, Problem-solving, Problem-solving, Leadership potential
934, Employee 934, SQL, AWS, Azure, Creativity, Decision-making, Adaptability, Good communication skills
935, Employee 935, Python, HTML, CSS, Adaptability, Adaptability, Critical thinking, Leadership potential
936, Employee 936, CSS, Python, SQL, Problem-solving, Conflict resolution, Creativity, Needs to improve attention to detail
937, Employee 937, Docker, Java, Python, Adaptability, Teamwork, Conflict resolution, Adapts well to changes
938, Employee 938, AWS, Azure, HTML, Critical thinking, Teamwork, Adaptability, Very creative
939, Employee 939, Azure, HTML, CSS, Critical thinking, Teamwork, Problem-solving, Great work!
940, Employee 940, SQL, SQL, HTML, Teamwork, Critical thinking, Communication, Leadership potential
941, Employee 941, Azure, Azure, AWS, Time management, Time management, Problem-solving, Adapts well to changes
942, Employee 942, SQL, Python, HTML, Critical thinking, Adaptability, Problem-solving, Good communication skills
943, Employee 943, Python, JavaScript, JavaScript, Time management, Teamwork, Teamwork, Good communication skills
944, Employee 944, Azure, SQL, Kubernetes, Communication, Adaptability, Teamwork, Great work!
945, Employee 945, Kubernetes, JavaScript, Docker, Creativity, Time management, Teamwork, Great work!
946, Employee 946, Java, Python, JavaScript, Time management, Teamwork, Problem-solving, Excellent teamwork
947, Employee 947, Python, SQL, CSS, Time management, Leadership, Creativity, Good communication skills
948, Employee 948, Azure, Docker, AWS, Conflict resolution, Time management, Creativity, Needs to improve attention to detail
949, Employee 949, HTML, Python, HTML, Teamwork, Critical thinking, Decision-making, Leadership potential
950, Employee 950, SQL, HTML, CSS, Problem-solving, Creativity, Critical thinking, Adapts well to changes
951, Employee 951, Docker, Docker, Kubernetes, Teamwork, Creativity, Communication, Needs to work on problem-solving skills
952, Employee 952, CSS, Kubernetes, Kubernetes, Problem-solving, Conflict resolution, Adaptability, Needs to improve attention to detail
953, Employee 953, Docker, Azure, Docker, Teamwork, Creativity, Creativity, Needs to work on problem-solving skills
954, Employee 954, Docker, Kubernetes, AWS, Teamwork, Time management, Decision-making, Very creative
955, Employee 955, Azure, Python, Azure, Time management, Critical thinking, Leadership, Needs improvement in time management
956, Employee 956, CSS, Java, Java, Communication, Conflict resolution, Decision-making, Adapts well to changes
957, Employee 957, Java, Python, HTML, Adaptability, Critical thinking, Conflict resolution, Shows good decision-making skills
958, Employee 958, JavaScript, Docker, Docker, Decision-making, Adaptability, Time management, Needs to work on problem-solving skills
959, Employee 959, Python, JavaScript, SQL, Teamwork, Leadership, Problem-solving, Good communication skills
960, Employee 960, AWS, SQL, AWS, Teamwork, Creativity, Problem-solving, Needs improvement in time management
961, Employee 961, Java, Java, Docker, Communication, Critical thinking, Creativity, Great work!
962, Employee 962, CSS, SQL, JavaScript, Time management, Conflict resolution, Decision-making, Great work!
963, Employee 963, Kubernetes, Python, CSS, Problem-solving, Time management, Critical thinking, Leadership potential
964, Employee 964, Kubernetes, Kubernetes, JavaScript, Adaptability, Decision-making, Problem-solving, Adapts well to changes
965, Employee 965, Azure, Docker, Python, Communication, Communication, Creativity, Excellent teamwork
966, Employee 966, SQL, Azure, HTML, Time management, Communication, Teamwork, Excellent teamwork
967, Employee 967, JavaScript, SQL, Azure, Adaptability, Adaptability, Decision-making, Leadership potential
968, Employee 968, Java, Docker, Java, Leadership, Decision-making, Communication, Good communication skills
969, Employee 969, Docker, Docker, AWS, Critical thinking, Critical thinking, Problem-solving, Needs to work on problem-solving skills
970, Employee 970, CSS, Java, Kubernetes, Decision-making, Time management, Leadership, Leadership potential
971, Employee 971, CSS, Kubernetes, Java, Critical thinking, Time management, Problem-solving, Great work!
972, Employee 972, CSS, Kubernetes, Kubernetes, Problem-solving, Leadership, Conflict resolution, Excellent teamwork
973, Employee 973, HTML, Python, CSS, Time management, Adaptability, Adaptability, Good communication skills
974, Employee 974, Docker, SQL, CSS, Teamwork, Critical thinking, Critical thinking, Needs to improve attention to detail
975, Employee 975, HTML, Java, Kubernetes, Creativity, Communication, Creativity, Very creative
976, Employee 976, CSS, AWS, HTML, Communication, Communication, Communication, Excellent teamwork
977, Employee 977, CSS, Python, Java, Time management, Leadership, Adaptability, Very creative
978, Employee 978, Azure, AWS, CSS, Adaptability, Adaptability, Teamwork, Leadership potential
979, Employee 979, SQL, Python, Java, Creativity, Conflict resolution, Adaptability, Great work!
980, Employee 980, Java, JavaScript, Kubernetes, Adaptability, Critical thinking, Adaptability, Adapts well to changes
981, Employee 981, AWS, Azure, HTML, Time management, Communication, Decision-making, Shows good decision-making skills
982, Employee 982, HTML, AWS, Kubernetes, Teamwork, Decision-making, Communication, Excellent teamwork
983, Employee 983, AWS, Docker, Docker, Leadership, Leadership, Critical thinking, Leadership potential
984, Employee 984, Java, Kubernetes, Docker, Creativity, Critical thinking, Leadership, Great work!
985, Employee 985, AWS, Kubernetes, Python, Problem-solving, Creativity, Adaptability, Shows good decision-making skills
986, Employee 986, Docker, Docker, JavaScript, Teamwork, Teamwork, Teamwork, Great work!
987, Employee 987, Kubernetes, Python, Kubernetes, Teamwork, Adaptability, Teamwork, Needs improvement in time management
988, Employee 988, HTML, AWS, SQL, Adaptability, Problem-solving, Critical thinking, Leadership potential
989, Employee 989, Python, Python, JavaScript, Decision-making, Communication, Teamwork, Great work!
990, Employee 990, HTML, Java, HTML, Conflict resolution, Communication, Decision-making, Adapts well to changes
991, Employee 991, SQL, AWS, SQL, Creativity, Adaptability, Problem-solving, Very creative
992, Employee 992, JavaScript, Python, Python, Problem-solving, Communication, Problem-solving, Excellent teamwork
993, Employee 993, Docker, Docker, JavaScript, Time management, Conflict resolution, Time management, Needs improvement in time management
994, Employee 994, AWS, Kubernetes, SQL, Critical thinking, Communication, Communication, Shows good decision-making skills
995, Employee 995, JavaScript, HTML, Java, Teamwork, Problem-solving, Communication, Leadership potential
996, Employee 996, Java, Python, Azure, Teamwork, Critical thinking, Adaptability, Shows good decision-making skills
997, Employee 997, HTML, JavaScript, Python, Adaptability, Adaptability, Conflict resolution, Great work!
998, Employee 998, SQL, Python, Java, Leadership, Time management, Teamwork, Adapts well to changes
999, Employee 999, AWS, AWS, JavaScript, Problem-solving, Problem-solving, Critical thinking, Needs to work on problem-solving skills
1000, Employee 1000, JavaScript, Kubernetes, Azure, Adaptability, Teamwork, Time management, Good communication skills
